user_id,item_id,status,level,last_reviewed_at,created_at
3,1,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,2,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,3,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,4,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,5,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,6,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,7,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,8,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,9,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,10,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,11,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,12,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,13,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,14,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,15,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,16,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,17,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,18,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,19,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,20,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,21,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,22,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,23,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,24,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,25,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,26,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,27,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,28,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,29,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,30,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,31,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,32,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,33,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,34,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,35,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,36,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,37,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,38,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,39,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,40,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,41,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,42,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,43,DISCOVERED,0,,2025-08-16 20:40:49.524145+01
3,44,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,45,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,46,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,47,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,48,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,49,LOCKED,0,,2025-08-16 20:40:49.524145+01
3,50,LOCKED,0,,2025-08-16 20:40:49.524145+01
